CustomerID,CountryRegionName,Education,Occupation,Gender,MaritalStatus,NumberCarsOwned,TotalChildren,BikeBuyer,AgeRange,log_YearlyIncome
21956,Australia,Graduate Degree,Management,M,S,1,1,0,Between 25 and 45,12.090628123418327
21958,Australia,Graduate Degree,Management,F,S,0,1,0,Between 25 and 45,11.933121537678387
21959,Australia,Graduate Degree,Management,M,M,1,1,0,Between 25 and 45,12.113260842182669
21960,Australia,Bachelors ,Professional,F,M,4,5,1,Between 25 and 45,11.299175158672613
21961,Australia,Bachelors ,Professional,F,M,4,5,1,Between 25 and 45,11.330647907208302
21962,Australia,Graduate Degree,Management,F,S,2,5,1,Between 25 and 45,11.69134776285875
21963,Australia,Graduate Degree,Management,F,M,2,5,0,Between 25 and 45,11.73765975039579
21964,Australia,Graduate Degree,Management,M,M,3,5,1,Between 25 and 45,11.861573277521575
21965,Australia,Bachelors ,Professional,F,M,3,5,1,Between 25 and 45,11.57851655696069
21966,Australia,Bachelors ,Professional,M,M,0,2,0,Between 25 and 45,11.839542151960677
21967,Australia,Bachelors ,Professional,M,M,1,2,1,Between 25 and 45,11.641934145533762
21968,Australia,Bachelors ,Professional,M,S,1,0,1,Between 25 and 45,11.412032731670338
21969,Australia,Bachelors ,Professional,F,S,1,0,0,Between 25 and 45,11.287667179180453
21970,Australia,Bachelors ,Professional,F,S,2,3,0,Between 25 and 45,11.380353611840405
21971,Australia,Bachelors ,Professional,M,M,2,4,1,Between 25 and 45,11.614371328365458
21973,Australia,Bachelors ,Professional,F,M,3,4,0,Between 25 and 45,11.321559127189037
21974,Australia,Bachelors ,Professional,F,S,1,0,0,Between 25 and 45,11.221663659579727
21975,Australia,Bachelors ,Professional,M,M,3,5,1,Between 25 and 45,11.545324889016888
21976,Australia,Bachelors ,Professional,F,S,2,3,1,Between 25 and 45,11.28514618525149
21977,Australia,Bachelors ,Professional,M,S,1,0,0,Between 25 and 45,11.546998335303364
21978,Australia,Bachelors ,Professional,F,M,0,4,1,Between 25 and 45,11.647561247531623
21979,Australia,Bachelors ,Professional,M,M,1,1,1,Between 25 and 45,11.527666283291726
21980,Australia,Bachelors ,Professional,F,S,1,1,0,Between 25 and 45,11.329591395758534
21981,Australia,Bachelors ,Professional,F,M,1,1,0,Between 25 and 45,11.197049658147666
21982,Australia,Partial College,Skilled Manual,F,M,1,1,0,Between 25 and 45,10.965349407729502
21983,Australia,Partial College,Skilled Manual,M,M,1,1,0,Between 25 and 45,11.404549295685257
21984,Australia,Partial College,Skilled Manual,F,S,1,1,0,Between 25 and 45,11.258046118484
21985,Australia,Partial College,Skilled Manual,M,M,1,1,1,Between 25 and 45,11.269413376262921
21986,Australia,Partial College,Skilled Manual,F,S,1,1,0,Between 25 and 45,11.169138541133675
21987,Australia,Bachelors ,Professional,M,S,1,0,1,Between 25 and 45,11.595012235968337
21988,Australia,Bachelors ,Professional,F,M,4,5,1,Between 25 and 45,11.539908136300115
21989,Australia,Bachelors ,Professional,M,M,4,5,1,Between 25 and 45,11.715784672981732
21990,Australia,Bachelors ,Professional,M,S,4,5,1,Between 25 and 45,11.723648196284437
21991,Australia,Bachelors ,Professional,F,M,4,5,1,Between 25 and 45,11.48253841983021
21992,Australia,Bachelors ,Professional,M,S,4,5,1,Between 25 and 45,11.853261655468897
21993,Australia,Bachelors ,Professional,M,M,1,0,0,Between 25 and 45,11.518171679490182
21994,Australia,Bachelors ,Professional,F,S,1,1,0,Between 25 and 45,11.559179081487663
21995,Australia,Partial College,Skilled Manual,F,S,2,5,1,Between 25 and 45,11.133230437555632
21996,Australia,Partial College,Skilled Manual,F,M,1,1,0,Between 25 and 45,11.138435631161384
21997,Australia,Bachelors ,Professional,M,M,2,5,0,Between 25 and 45,11.81398515672354
21998,Australia,Bachelors ,Professional,M,M,1,2,1,Between 25 and 45,11.76547246665368
21999,Australia,Bachelors ,Management,F,M,1,2,0,Between 25 and 45,11.48941115790516
22000,Australia,Bachelors ,Management,F,M,2,4,0,Between 25 and 45,11.673435878750068
22001,Australia,Partial College,Skilled Manual,M,S,1,1,0,Between 25 and 45,11.455328131289646
22002,Australia,Partial College,Clerical,F,M,2,2,0,Over 55,10.711769821588275
22003,Australia,Bachelors ,Management,F,M,1,2,0,Over 55,11.056335469345912
22004,Australia,Partial College,Skilled Manual,F,M,1,1,0,Between 25 and 45,11.169166746298043
22005,Australia,Partial College,Skilled Manual,F,M,3,5,0,Between 25 and 45,11.189436578707143
22006,Australia,Partial College,Skilled Manual,M,M,3,5,1,Between 25 and 45,11.296347810898107
22007,United States,High School,Skilled Manual,F,S,2,0,1,Under 25,10.583118803042552
22008,Canada,High School,Skilled Manual,F,S,1,0,0,Under 25,10.705264897621522
22009,United States,High School,Skilled Manual,M,S,1,0,0,Under 25,11.00323253280017
22010,United States,High School,Skilled Manual,M,S,2,0,1,Under 25,10.888651148696658
22011,United States,High School,Skilled Manual,M,S,2,0,0,Under 25,10.75826451742141
22012,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.55396206880912
22013,United States,High School,Skilled Manual,M,S,2,0,0,Under 25,10.83034228831376
22014,Canada,High School,Skilled Manual,M,S,2,0,1,Under 25,10.510395784979163
22015,Canada,High School,Skilled Manual,F,M,2,0,0,Under 25,10.558803054787067
22016,United States,Partial High School,Clerical,M,S,2,0,0,Under 25,10.862818616599109
22017,Australia,Partial College,Clerical,F,M,2,2,0,Over 55,10.919931264360121
22019,Canada,High School,Skilled Manual,F,M,2,0,0,Under 25,10.890292664482445
22020,Australia,Bachelors ,Management,M,M,2,2,0,Over 55,10.776411387705071
22021,United States,Partial High School,Clerical,M,S,2,0,0,Under 25,10.96507272036716
22022,United States,Partial High School,Clerical,M,S,2,0,1,Under 25,10.822434752871493
22023,United States,Partial High School,Clerical,M,S,2,0,0,Under 25,10.67627736074827
22024,United States,High School,Skilled Manual,M,S,2,0,0,Under 25,10.585472668389881
22026,Canada,Partial High School,Clerical,F,M,2,0,0,Under 25,10.523553157094481
22028,Australia,Partial College,Clerical,F,M,2,2,0,Over 55,10.935033683839562
22029,Australia,Bachelors ,Management,F,M,2,2,0,Over 55,11.021673684161343
22030,Australia,Bachelors ,Management,F,M,2,2,0,Over 55,11.029650155291243
22031,Australia,Bachelors ,Management,M,M,2,2,0,Over 55,11.188136709893818
22032,Australia,Bachelors ,Management,M,M,2,2,0,Between 45 and 55,11.09227565053686
22033,Australia,Graduate Degree,Management,M,S,1,2,0,Between 45 and 55,11.283713538254412
22034,United States,Partial College,Skilled Manual,M,M,1,0,0,Under 25,10.786531690616647
22035,United States,Partial College,Skilled Manual,M,M,1,0,1,Under 25,11.157735132735686
22036,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.40456582484724
22037,United States,High School,Skilled Manual,F,M,2,0,0,Under 25,10.21464198117305
22039,United States,Partial College,Skilled Manual,F,S,1,0,0,Under 25,10.4204940353772
22040,United States,Partial College,Skilled Manual,M,M,1,0,0,Under 25,10.764011842504205
22041,Canada,Partial College,Skilled Manual,F,S,1,0,1,Under 25,11.23446738704598
22042,United States,Partial College,Skilled Manual,F,M,2,0,0,Between 25 and 45,11.39844571744522
22043,United States,Partial College,Skilled Manual,F,S,2,0,0,Between 25 and 45,11.218795985922732
22044,United States,Bachelors ,Management,M,S,1,0,0,Between 25 and 45,11.820196906686194
22045,United States,Bachelors ,Management,M,S,1,0,1,Between 25 and 45,11.796893147609293
22046,United States,Bachelors ,Management,F,S,1,0,0,Between 25 and 45,11.602665615468615
22047,United States,Bachelors ,Management,M,M,1,4,0,Between 25 and 45,11.798126963340478
22050,Canada,Bachelors ,Management,M,S,1,4,1,Between 25 and 45,11.791859383664299
22051,United States,Partial College,Skilled Manual,F,S,3,4,1,Between 25 and 45,11.470644072713622
22052,United States,Graduate Degree,Management,M,M,3,2,0,Between 25 and 45,12.12036768753079
22053,United States,Bachelors ,Management,M,S,4,1,0,Between 25 and 45,11.9563925952114
22054,United States,Bachelors ,Management,M,S,4,1,0,Between 25 and 45,12.101089836310067
22055,United States,Bachelors ,Management,F,M,4,1,0,Between 25 and 45,11.752658644284848
22057,United States,High School,Skilled Manual,M,S,2,0,0,Under 25,10.58749307517879
22059,Canada,High School,Skilled Manual,M,M,2,0,0,Under 25,10.81291478438888
22060,United States,Partial College,Skilled Manual,M,M,1,0,0,Under 25,10.981659010299452
22061,United States,Partial College,Skilled Manual,F,S,2,0,0,Under 25,11.39302644219128
22062,United States,Partial College,Skilled Manual,M,S,2,0,0,Under 25,11.308591400893006
22063,Australia,Partial High School,Clerical,F,M,2,2,0,Between 45 and 55,10.145452858090925
22064,Australia,High School,Skilled Manual,M,M,2,4,0,Between 45 and 55,10.290483144360632
22065,Australia,High School,Skilled Manual,M,M,2,4,0,Between 45 and 55,10.550093288660157
22066,United States,Graduate Degree,Skilled Manual,F,M,0,1,0,Between 25 and 45,11.483187646706272
22068,United States,Partial College,Professional,M,S,2,2,1,Between 25 and 45,11.681325566423139
22070,United States,Bachelors ,Management,M,M,0,4,1,Between 25 and 45,12.05840755539187
22071,United States,Bachelors ,Management,M,S,0,4,1,Between 25 and 45,11.957495894958972
22072,United States,Bachelors ,Management,M,S,2,2,1,Between 25 and 45,11.941279934772442
22073,United States,Partial College,Professional,M,M,4,5,1,Between 25 and 45,11.720549204626401
22074,United States,Partial College,Professional,M,S,4,2,1,Between 25 and 45,11.714191437765122
22075,United States,Bachelors ,Management,M,M,1,3,1,Between 25 and 45,11.9596412756902
22076,United States,Bachelors ,Management,M,M,2,3,1,Between 25 and 45,11.939440787826678
22077,United States,Bachelors ,Management,M,M,3,3,1,Between 25 and 45,12.047410973124395
22078,United States,Partial College,Professional,M,M,4,3,1,Between 25 and 45,11.924226842212091
22079,Canada,Partial College,Professional,F,M,3,5,0,Between 25 and 45,11.294446019782896
22081,United States,Partial College,Professional,F,M,4,3,0,Between 25 and 45,11.562562889161118
22082,United States,Bachelors ,Management,M,S,3,3,1,Between 25 and 45,11.96070265686401
22083,United States,Bachelors ,Management,M,M,3,3,1,Between 25 and 45,12.000351439907833
22085,United States,Partial College,Professional,F,M,4,3,1,Between 25 and 45,11.768706569450478
22087,United States,High School,Professional,F,M,4,3,1,Between 25 and 45,11.763076995124914
22088,United States,Bachelors ,Management,F,M,2,3,1,Between 25 and 45,11.849454842815993
22089,United States,Bachelors ,Management,M,M,3,3,1,Between 25 and 45,12.011996270775034
22090,United States,High School,Professional,F,M,0,4,0,Between 25 and 45,11.253416121335281
22092,United States,High School,Professional,F,M,1,2,0,Between 25 and 45,11.340273011369838
22094,United States,High School,Professional,M,M,1,2,0,Between 25 and 45,11.689170262270553
22095,Canada,High School,Professional,M,S,1,2,1,Between 25 and 45,11.654407665982111
22096,United States,Partial High School,Skilled Manual,M,S,2,2,1,Between 25 and 45,11.124818823158211
22097,Canada,Partial College,Professional,M,M,2,3,0,Over 55,11.043273773787027
22098,United States,Graduate Degree,Management,F,S,2,2,0,Over 55,10.948857279808518
22100,Canada,Partial College,Professional,M,M,3,5,1,Between 25 and 45,11.691146961325291
22102,United States,Partial College,Professional,M,M,1,3,0,Between 25 and 45,11.80918564007185
22104,United States,Partial College,Professional,M,S,4,4,1,Between 25 and 45,11.920940652194394
22105,United States,High School,Professional,F,M,2,5,0,Between 25 and 45,11.82381612255889
22107,Canada,Partial High School,Skilled Manual,M,S,2,2,0,Between 25 and 45,11.44280338473842
22108,United States,Partial High School,Skilled Manual,M,S,2,2,0,Between 25 and 45,11.259696347698826
22109,Canada,Partial High School,Skilled Manual,M,M,2,2,0,Between 25 and 45,11.32142591899048
22110,United States,Partial High School,Skilled Manual,M,M,2,2,0,Between 25 and 45,11.253001221229495
22111,United States,Partial High School,Skilled Manual,F,M,2,2,0,Between 25 and 45,11.043625588032736
22112,Canada,Partial High School,Skilled Manual,F,M,2,3,0,Between 25 and 45,11.10614449149084
22114,Canada,Graduate Degree,Management,M,M,2,3,0,Between 25 and 45,11.585487957771443
22115,United States,Graduate Degree,Management,M,M,2,3,0,Between 25 and 45,11.608335639774886
22116,United States,Graduate Degree,Management,M,S,2,3,0,Between 25 and 45,11.744592587225315
22118,Canada,Graduate Degree,Management,F,S,2,3,0,Between 25 and 45,11.429935083839423
22119,United States,Graduate Degree,Management,F,M,2,3,0,Between 25 and 45,11.383465771715759
22120,Canada,Graduate Degree,Management,F,M,2,3,0,Between 25 and 45,11.283260696665753
22121,Canada,Partial College,Professional,M,M,2,3,0,Between 25 and 45,10.885285086612402
22122,United States,Partial College,Professional,F,M,2,3,0,Between 25 and 45,10.858998997563564
22123,United States,Graduate Degree,Management,F,S,2,3,0,Over 55,11.259992584845266
22124,United States,Graduate Degree,Management,F,M,2,3,0,Over 55,11.52391485976983
22125,United States,Graduate Degree,Management,M,M,2,3,0,Over 55,11.593481886823884
22126,United States,Graduate Degree,Management,F,M,2,3,0,Over 55,11.451528670104905
22127,United States,Graduate Degree,Management,M,M,2,3,0,Over 55,11.68276950025307
22128,Canada,Graduate Degree,Management,F,M,2,4,0,Over 55,11.360100572564972
22129,United States,Graduate Degree,Management,F,M,2,4,0,Over 55,11.396166904360033
22130,United States,Graduate Degree,Management,M,M,2,5,0,Over 55,11.683764684655149
22131,United States,Graduate Degree,Management,F,M,2,5,0,Over 55,11.567536748737975
22132,United States,Graduate Degree,Management,F,M,2,5,0,Over 55,11.538037501785084
22133,United States,Graduate Degree,Management,M,M,2,4,0,Over 55,11.825953595007276
22134,United States,Graduate Degree,Management,M,M,2,3,0,Over 55,11.638120960342066
22135,United States,Graduate Degree,Management,F,M,2,5,0,Over 55,11.367541247183082
22136,United States,Graduate Degree,Management,M,M,2,4,0,Over 55,11.72119900361771
22137,United States,Graduate Degree,Management,F,M,2,3,0,Over 55,11.516130323919139
22138,United States,Graduate Degree,Management,F,M,2,4,0,Over 55,11.73474013371098
22139,United States,Bachelors ,Management,M,M,2,4,0,Over 55,11.687349249637043
22140,United States,Bachelors ,Management,F,M,2,4,0,Over 55,10.981131534768041
22141,Canada,Bachelors ,Management,M,M,2,4,0,Over 55,11.061735739100111
22142,United States,Bachelors ,Management,M,M,2,4,0,Over 55,11.328858385637812
22144,Canada,Graduate Degree,Management,M,M,2,3,0,Over 55,11.554671832126427
22145,United States,Graduate Degree,Management,M,M,2,3,0,Over 55,11.690267980217019
22146,United States,Bachelors ,Management,M,S,2,4,0,Between 45 and 55,11.062693089979524
22147,Australia,Partial High School,Clerical,M,M,2,2,0,Between 45 and 55,10.100943996914353
22148,Australia,Partial High School,Clerical,F,M,2,2,0,Between 45 and 55,10.08355657427679
22149,Australia,High School,Skilled Manual,M,M,2,4,0,Between 45 and 55,10.11431557812769
22150,Australia,Partial College,Clerical,M,M,2,2,0,Between 45 and 55,10.961833247975683
22151,Australia,Partial High School,Clerical,M,M,2,2,0,Between 45 and 55,9.778321076243234
22152,United States,Partial College,Skilled Manual,M,M,2,0,0,Under 25,11.137475365705162
22153,United States,Partial College,Skilled Manual,F,M,2,0,0,Under 25,11.193353608982997
22155,Australia,Partial High School,Clerical,M,M,2,2,0,Between 45 and 55,10.130662964963708
22156,Australia,Partial College,Clerical,F,M,2,3,0,Between 45 and 55,10.657306412628806
22157,United States,Partial High School,Clerical,F,S,2,0,1,Under 25,10.717612659648976
22158,United States,Partial High School,Clerical,F,S,2,0,0,Under 25,9.98686316145718
22159,United States,Partial College,Skilled Manual,M,S,1,0,1,Under 25,11.147498043893595
22161,United States,Partial College,Skilled Manual,F,S,2,0,0,Under 25,10.87528867433785
22163,United States,Partial College,Skilled Manual,F,S,2,0,0,Under 25,11.18637781629658
22164,United States,Partial College,Skilled Manual,F,S,2,0,0,Under 25,11.229965558853777
22165,United States,Partial College,Skilled Manual,M,M,2,0,0,Under 25,11.388891684046781
22166,United States,Partial College,Skilled Manual,F,S,2,0,0,Under 25,11.055514217838875
22167,Australia,Partial High School,Clerical,F,M,2,2,0,Between 45 and 55,10.114396566181995
22168,Australia,Partial College,Clerical,F,M,2,3,0,Between 45 and 55,10.849375920849226
22169,Australia,Partial High School,Clerical,F,M,2,2,0,Between 45 and 55,10.033506533859862
22170,Australia,Partial College,Clerical,F,M,2,3,0,Between 45 and 55,11.060415918027074
22171,Australia,High School,Skilled Manual,F,M,2,3,0,Between 45 and 55,10.617515210675428
22172,Australia,High School,Skilled Manual,M,M,2,3,0,Between 45 and 55,10.432113800927626
22173,Australia,High School,Skilled Manual,F,M,2,3,0,Between 25 and 45,10.449728581523074
22174,Australia,High School,Skilled Manual,M,M,2,3,0,Between 25 and 45,10.821476841045865
22175,Australia,High School,Skilled Manual,F,M,2,3,0,Between 25 and 45,10.781972569674384
22176,Australia,Partial College,Skilled Manual,M,M,2,3,0,Between 25 and 45,10.992604906642436
22177,Australia,Partial College,Skilled Manual,F,M,2,3,0,Between 25 and 45,10.25688713834094
22179,Australia,Partial High School,Clerical,F,M,2,3,0,Between 25 and 45,10.59753432833891
22180,Australia,Partial College,Skilled Manual,M,S,2,2,1,Between 25 and 45,11.229129166444068
22181,Australia,Partial College,Skilled Manual,M,S,2,2,1,Between 25 and 45,11.29815922578547
22182,Canada,Partial College,Skilled Manual,F,S,2,0,0,Under 25,10.61295089758101
22183,United States,Partial College,Skilled Manual,M,M,2,0,0,Under 25,10.892880036208343
22184,United States,Partial College,Skilled Manual,M,M,2,0,1,Under 25,11.315802911844115
22185,United States,Partial College,Skilled Manual,M,M,2,0,0,Under 25,11.38718081964315
22187,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.812048486348342
22188,United States,Partial College,Skilled Manual,F,M,2,0,0,Under 25,11.197447302453222
22189,United States,Partial College,Professional,F,M,2,0,0,Under 25,11.314657436346586
22190,United States,Partial College,Professional,M,S,2,0,0,Under 25,11.473394303632896
22191,United States,Partial College,Professional,M,S,2,0,0,Under 25,11.472093053729052
22192,United States,Partial College,Professional,M,S,2,0,0,Under 25,11.521290381301856
22193,Australia,High School,Skilled Manual,F,S,2,2,0,Between 25 and 45,11.398692370808805
22194,Australia,High School,Skilled Manual,M,S,2,2,0,Between 25 and 45,11.593666390371487
22195,Australia,High School,Skilled Manual,M,M,2,2,0,Between 25 and 45,11.665028335180182
22196,Australia,High School,Skilled Manual,M,S,2,2,0,Between 25 and 45,11.553856253572192
22197,Australia,High School,Skilled Manual,M,S,2,2,1,Between 25 and 45,11.757180590457322
22198,Australia,High School,Skilled Manual,M,M,2,2,0,Between 25 and 45,11.690795461589481
22199,Australia,High School,Skilled Manual,M,S,2,2,1,Between 25 and 45,11.581116681884666
22200,Australia,High School,Professional,F,S,2,2,0,Between 25 and 45,11.407953762603606
22201,Australia,High School,Professional,F,M,2,2,0,Between 25 and 45,11.12658628466054
22202,Australia,High School,Professional,M,M,2,2,0,Between 25 and 45,11.401502163266427
22203,Australia,Bachelors ,Management,F,M,3,1,1,Between 25 and 45,11.577926379187641
22204,Australia,Bachelors ,Management,M,M,3,4,0,Between 25 and 45,11.99736193783823
22206,Australia,Bachelors ,Management,F,S,4,5,0,Between 25 and 45,11.89232718807532
22208,Australia,Bachelors ,Management,F,M,4,4,0,Between 25 and 45,11.876776598357928
22209,Australia,Bachelors ,Management,M,M,4,1,0,Between 25 and 45,12.00866384651689
22211,United States,Partial College,Professional,M,M,2,0,0,Under 25,11.449293199725373
22212,Australia,Bachelors ,Management,F,M,4,1,1,Between 25 and 45,11.781715195690182
22213,Australia,Bachelors ,Management,M,S,0,2,1,Between 25 and 45,12.06262366437359
22214,Australia,Bachelors ,Management,F,M,0,4,1,Between 25 and 45,11.95232812410609
22215,United States,Graduate Degree,Management,M,M,4,1,0,Between 25 and 45,12.025599379593837
22216,United States,Bachelors ,Management,M,S,2,0,1,Between 25 and 45,12.021819223886393
22218,United States,High School,Professional,M,M,2,2,0,Between 25 and 45,11.481187089183015
22219,Canada,High School,Professional,F,M,2,2,0,Between 25 and 45,11.108979202831334
22220,United States,High School,Professional,M,M,2,2,1,Between 25 and 45,11.500204900560847
22221,United States,High School,Professional,M,M,2,2,0,Between 25 and 45,11.54958520933283
22222,United States,Partial College,Professional,M,M,1,2,0,Between 25 and 45,11.562191706273147
22224,United States,Partial College,Professional,F,M,1,2,0,Between 25 and 45,11.242821324792516
22225,United States,Partial College,Professional,F,S,1,2,1,Between 25 and 45,11.528395189373919
22226,United States,High School,Professional,F,M,2,2,0,Between 25 and 45,11.48398057424644
22227,United States,High School,Professional,F,M,2,2,0,Between 25 and 45,11.20811079751146
22228,United States,High School,Professional,F,M,2,2,0,Between 25 and 45,11.25475041348409
22229,United States,High School,Professional,M,M,2,2,1,Between 25 and 45,11.408708739379522
22230,Canada,Partial College,Professional,F,M,2,3,0,Between 25 and 45,11.291205899307036
22231,United States,Partial College,Professional,F,M,2,3,0,Between 25 and 45,11.291967024561355
22232,Canada,Graduate Degree,Skilled Manual,F,M,0,1,0,Between 25 and 45,11.183365284951527
22233,Canada,Graduate Degree,Skilled Manual,M,M,0,1,0,Between 25 and 45,11.319741121161568
22234,Canada,Graduate Degree,Skilled Manual,F,M,0,1,1,Between 25 and 45,10.869539405619758
22235,United States,Graduate Degree,Professional,M,M,0,1,0,Between 25 and 45,11.594422499213412
22236,United States,Bachelors ,Skilled Manual,M,M,0,1,0,Between 25 and 45,10.986444601593664
22237,United States,Bachelors ,Skilled Manual,M,M,1,1,0,Between 25 and 45,11.090034403038686
22238,United States,Bachelors ,Skilled Manual,M,M,1,1,0,Between 25 and 45,11.004679843467624
22239,United States,Bachelors ,Skilled Manual,M,M,1,1,0,Between 25 and 45,10.860017709269782
22240,United States,Bachelors ,Skilled Manual,M,M,1,1,1,Between 25 and 45,11.129715855760479
22241,United States,Bachelors ,Skilled Manual,F,M,1,1,0,Between 25 and 45,11.012264670503114
22242,United States,Bachelors ,Skilled Manual,M,M,1,1,0,Between 25 and 45,10.905754125417554
22243,United States,Graduate Degree,Professional,F,M,0,1,0,Between 25 and 45,11.33372702616225
22244,United States,Bachelors ,Skilled Manual,F,M,1,1,0,Between 25 and 45,10.911317727550735
22245,United States,Bachelors ,Skilled Manual,M,S,0,2,0,Between 25 and 45,11.033533906693767
22247,Canada,Bachelors ,Skilled Manual,M,M,0,2,0,Between 25 and 45,11.199227905315166
22249,United States,Graduate Degree,Professional,M,M,0,3,1,Between 25 and 45,11.657666296428772
22250,United States,Graduate Degree,Professional,M,M,0,3,0,Between 25 and 45,11.692451451128715
22251,Canada,Graduate Degree,Professional,F,M,0,1,0,Between 25 and 45,11.559847218079632
22252,Canada,Graduate Degree,Professional,F,S,0,1,0,Between 25 and 45,11.464596194572943
22253,United States,Graduate Degree,Professional,F,M,0,2,0,Between 25 and 45,11.399958314301701
22254,United States,Graduate Degree,Professional,M,M,0,2,0,Between 25 and 45,11.711177783970475
22256,United States,Graduate Degree,Professional,M,M,0,4,0,Between 25 and 45,11.659706196178423
22257,United States,Graduate Degree,Professional,F,M,0,4,1,Between 25 and 45,11.498583103254353
22258,United States,Graduate Degree,Professional,F,M,0,4,0,Between 25 and 45,11.464806075780949
22259,United States,Bachelors ,Professional,M,S,1,0,0,Between 25 and 45,11.10656495611043
22260,United States,Bachelors ,Skilled Manual,F,M,1,2,0,Between 25 and 45,10.828361344340758
22261,United States,Bachelors ,Skilled Manual,M,S,1,2,0,Between 25 and 45,11.105964238234526
22262,United States,Bachelors ,Skilled Manual,M,S,1,2,1,Between 25 and 45,11.14017920942479
22263,United States,Bachelors ,Skilled Manual,M,M,0,3,1,Between 25 and 45,11.38342024214999
22264,Canada,Graduate Degree,Professional,F,S,0,0,0,Between 25 and 45,11.195017834711471
22265,Canada,Graduate Degree,Professional,M,M,0,0,0,Between 25 and 45,11.629516679578863
22266,United States,Graduate Degree,Professional,F,M,0,4,0,Between 25 and 45,11.423263305030499
22267,Canada,Graduate Degree,Professional,F,M,0,4,0,Between 25 and 45,11.540715713951727
22268,Canada,Graduate Degree,Professional,F,S,0,2,1,Between 25 and 45,11.423602327010027
22269,United States,Graduate Degree,Professional,M,M,3,5,1,Between 25 and 45,11.683258782452116
22270,United States,Graduate Degree,Professional,M,M,0,2,0,Between 25 and 45,11.864757701908898
22271,United States,Graduate Degree,Professional,M,M,0,3,0,Between 25 and 45,11.868373656756138
22272,United States,Graduate Degree,Professional,F,M,0,3,0,Between 25 and 45,11.614741707104534
22274,United States,Bachelors ,Professional,M,S,1,0,1,Between 25 and 45,11.20048611117043
22275,United States,Bachelors ,Professional,M,S,1,0,1,Between 25 and 45,11.261125204406214
22276,United States,Bachelors ,Professional,F,S,1,0,0,Between 25 and 45,11.054660665269862
22277,United States,Bachelors ,Professional,F,S,1,0,1,Between 25 and 45,10.93976333828845
22278,Canada,Bachelors ,Skilled Manual,F,S,1,3,1,Between 25 and 45,11.163197761546567
22279,United States,Bachelors ,Skilled Manual,F,M,2,3,0,Between 25 and 45,10.654384638636976
22281,United States,Graduate Degree,Professional,F,M,0,0,0,Between 25 and 45,11.347272216859043
22282,United States,Bachelors ,Professional,M,S,1,0,1,Between 25 and 45,11.193766485222332
22283,United States,Bachelors ,Skilled Manual,M,S,2,4,1,Between 25 and 45,11.3160099322729
22284,United States,Bachelors ,Skilled Manual,F,S,3,4,1,Between 25 and 45,11.373444982981379
22285,Canada,Bachelors ,Skilled Manual,F,M,3,4,0,Between 25 and 45,11.18310108232048
22286,United States,Bachelors ,Skilled Manual,M,M,3,5,1,Between 25 and 45,11.477588400680544
22287,United States,Bachelors ,Skilled Manual,F,S,3,5,1,Between 25 and 45,11.20126485824679
22288,United States,Bachelors ,Skilled Manual,F,S,2,4,1,Between 25 and 45,11.327896245764677
22289,United States,Bachelors ,Skilled Manual,M,M,2,4,1,Between 25 and 45,11.392947522266775
22290,United States,Bachelors ,Professional,F,M,2,4,1,Between 25 and 45,11.422048444179637
22291,United States,Bachelors ,Professional,M,M,2,4,1,Between 25 and 45,11.435093644816073
22292,United States,Bachelors ,Professional,F,M,2,4,0,Between 25 and 45,11.379862534028966
22293,United States,Bachelors ,Professional,F,M,2,4,1,Between 25 and 45,11.426670165718141
22294,United States,Bachelors ,Professional,F,S,1,0,1,Between 25 and 45,11.10932361990884
22295,United States,Bachelors ,Professional,F,S,1,0,0,Between 25 and 45,11.14556506289561
22296,United States,Bachelors ,Professional,M,M,1,0,0,Between 25 and 45,11.49396688136893
22297,United States,Bachelors ,Professional,F,S,1,0,1,Between 25 and 45,11.361672250100924
22299,Canada,Bachelors ,Professional,M,S,2,4,1,Between 25 and 45,11.556616938594653
22300,United States,Graduate Degree,Professional,F,S,0,3,1,Between 25 and 45,11.396211857271865
22301,United States,Graduate Degree,Professional,F,M,0,3,1,Between 25 and 45,11.41807617893805
22302,United Kingdom,Bachelors ,Skilled Manual,M,M,0,1,0,Under 25,10.8565537025729
22303,France,Partial High School,Manual,M,S,2,0,0,Between 25 and 45,9.444226019822295
22304,United Kingdom,Partial High School,Manual,F,S,2,0,0,Between 25 and 45,9.391995039782433
22305,United Kingdom,Partial High School,Manual,F,S,2,0,0,Between 25 and 45,10.003423381148728
22306,France,High School,Manual,M,S,1,0,0,Under 25,10.271977424519397
22307,Germany,Bachelors ,Skilled Manual,F,M,1,1,0,Under 25,10.693738757544056
22308,United Kingdom,Bachelors ,Skilled Manual,F,M,1,1,0,Under 25,11.012231673736794
22309,United Kingdom,Bachelors ,Skilled Manual,F,M,1,1,0,Under 25,10.771407032484863
22310,Germany,Partial High School,Manual,F,S,2,0,0,Between 25 and 45,9.796347676978224
22311,United Kingdom,High School,Manual,M,S,1,0,0,Between 25 and 45,10.56307794956723
22313,United Kingdom,Partial College,Clerical,M,S,0,2,1,Between 25 and 45,11.185837062139354
22314,France,Partial High School,Manual,F,M,2,0,0,Between 25 and 45,9.345046074828474
